,employee_id,company_id,dept,seniority,salary,join_date,quit_date
55,87671.0,1,sales,9,122000.0,2013-12-16,2015-01-30
56,75539.0,1,engineer,13,180000.0,2012-06-04,
57,244626.0,1,marketing,3,47000.0,2012-03-12,2013-04-05
58,957742.0,1,customer_service,29,141000.0,2013-07-15,2014-05-02
59,268784.0,4,marketing,5,99000.0,2012-02-21,2014-12-19
60,701728.0,2,customer_service,19,109000.0,2012-08-27,2014-03-25
61,54096.0,1,data_science,23,338000.0,2011-09-14,2013-10-18
62,41164.0,1,customer_service,28,133000.0,2014-09-02,2015-09-04
63,779068.0,2,sales,25,166000.0,2014-11-24,2015-10-30
64,503937.0,3,customer_service,5,68000.0,2014-12-29,
65,47442.0,1,customer_service,8,90000.0,2013-10-07,
66,928528.0,1,data_science,18,300000.0,2015-03-23,
67,263170.0,2,data_science,28,265000.0,2012-10-22,
68,707610.0,7,marketing,27,158000.0,2012-06-25,2015-02-20
69,864762.0,3,customer_service,22,89000.0,2013-06-03,2015-02-27
70,428183.0,1,data_science,1,79000.0,2014-10-13,
71,727560.0,1,design,29,216000.0,2011-03-21,2013-01-11
72,641843.0,3,customer_service,18,90000.0,2012-01-23,2014-04-04
73,752719.0,1,sales,4,57000.0,2013-03-13,2014-02-21
74,970566.0,8,sales,4,39000.0,2011-04-18,2015-02-06
75,611675.0,3,customer_service,8,68000.0,2012-10-08,2013-09-27
76,176568.0,5,marketing,18,151000.0,2015-03-30,
77,507843.0,5,engineer,23,275000.0,2011-08-02,
78,895072.0,7,marketing,23,180000.0,2015-11-16,
79,678783.0,2,marketing,15,216000.0,2014-12-01,
80,660969.0,1,customer_service,23,126000.0,2014-03-10,
81,539604.0,9,customer_service,13,60000.0,2015-07-13,
82,244440.0,7,marketing,7,87000.0,2013-07-16,2014-06-20
83,511426.0,3,customer_service,28,99000.0,2013-11-11,2015-10-09
84,58586.0,2,engineer,28,357000.0,2014-07-14,
85,312508.0,1,marketing,24,170000.0,2012-02-29,2013-04-01
86,998574.0,5,marketing,6,106000.0,2013-09-23,2015-07-31
87,389668.0,1,sales,5,113000.0,2012-01-03,2012-10-19
88,176931.0,2,engineer,25,314000.0,2012-01-30,2015-01-02
89,849741.0,1,customer_service,22,123000.0,2015-07-07,
90,153827.0,8,marketing,19,150000.0,2011-07-18,2014-08-15
91,939712.0,2,customer_service,12,68000.0,2015-06-08,
92,172148.0,4,engineer,22,243000.0,2014-12-22,
93,821911.0,6,engineer,2,50000.0,2013-12-02,
94,440303.0,8,customer_service,1,24000.0,2011-09-19,2012-10-26
95,669716.0,2,data_science,23,323000.0,2012-02-27,2015-02-27
96,891337.0,8,data_science,14,167000.0,2013-12-30,
97,751235.0,3,sales,13,99000.0,2014-07-21,
98,248453.0,4,customer_service,15,107000.0,2012-01-17,2014-09-26
99,695819.0,5,customer_service,10,66000.0,2013-07-01,2014-06-27
100,763336.0,7,customer_service,8,61000.0,2014-02-25,
101,58880.0,10,customer_service,25,97000.0,2015-02-17,
102,713537.0,2,customer_service,15,123000.0,2015-08-03,
103,80669.0,6,design,24,130000.0,2011-10-03,2012-09-28
104,520415.0,3,customer_service,14,68000.0,2011-09-26,2012-08-29
105,908625.0,4,engineer,16,245000.0,2014-04-14,2015-05-01
106,593208.0,3,customer_service,13,63000.0,2012-11-05,
107,518561.0,4,design,18,165000.0,2013-04-08,2014-02-13
108,712645.0,1,customer_service,27,123000.0,2011-10-03,2014-11-21
109,527399.0,2,data_science,6,203000.0,2015-01-26,
110,472895.0,2,sales,28,206000.0,2014-02-12,
111,684003.0,9,engineer,5,156000.0,2015-08-31,
112,473490.0,1,design,18,216000.0,2011-08-01,2014-09-02
113,749119.0,1,data_science,22,304000.0,2015-10-07,
114,74405.0,4,customer_service,7,67000.0,2013-09-16,2014-08-20
115,618285.0,7,customer_service,22,94000.0,2015-01-20,
116,725049.0,1,data_science,28,284000.0,2014-02-03,
117,301919.0,1,customer_service,17,132000.0,2012-12-17,2014-01-24
118,657940.0,1,customer_service,20,122000.0,2015-08-03,
119,901938.0,3,customer_service,24,101000.0,2013-02-06,
120,949168.0,1,customer_service,6,74000.0,2014-05-05,
121,749309.0,1,engineer,15,299000.0,2014-10-27,
122,765089.0,1,marketing,17,227000.0,2013-01-10,2013-12-27
123,102091.0,4,customer_service,7,74000.0,2014-12-15,
124,120280.0,1,data_science,22,303000.0,2014-11-03,2015-10-23
125,98699.0,1,customer_service,16,131000.0,2013-01-22,2015-02-13
126,396099.0,10,engineer,15,216000.0,2013-12-30,2015-10-23
127,383357.0,8,engineer,12,132000.0,2012-10-23,2013-12-06
128,113155.0,3,engineer,8,154000.0,2014-04-14,
129,348281.0,2,engineer,6,215000.0,2011-12-12,2015-04-10
130,74428.0,1,customer_service,15,115000.0,2015-06-02,
131,879533.0,1,marketing,9,108000.0,2013-05-30,
132,701600.0,1,data_science,14,186000.0,2012-07-24,
133,129130.0,3,design,22,158000.0,2014-09-10,
134,720874.0,6,design,6,115000.0,2015-09-28,
135,465890.0,1,marketing,2,49000.0,2012-02-27,2014-05-16
136,199977.0,2,data_science,12,198000.0,2013-06-24,
137,391536.0,2,engineer,2,79000.0,2014-07-24,
138,890774.0,9,data_science,5,179000.0,2014-03-10,
139,315388.0,3,engineer,21,274000.0,2013-12-30,
140,169449.0,6,customer_service,13,73000.0,2014-06-09,
141,11820.0,5,design,21,158000.0,2012-02-13,2015-10-09
142,96220.0,1,data_science,25,319000.0,2012-11-07,2015-11-04
143,368885.0,1,customer_service,16,118000.0,2011-08-29,2014-04-25
144,66309.0,6,customer_service,13,64000.0,2013-07-17,2014-08-08
145,535005.0,4,sales,9,96000.0,2015-10-05,
146,705974.0,3,sales,10,98000.0,2012-07-11,2015-03-27
147,798925.0,10,customer_service,13,71000.0,2015-05-18,
148,319360.0,7,data_science,1,64000.0,2011-03-22,2012-04-13
149,423294.0,3,customer_service,8,61000.0,2012-01-17,2013-11-08
150,518099.0,1,engineer,10,201000.0,2011-11-28,2015-04-10
151,878745.0,2,data_science,16,308000.0,2014-05-05,
152,21574.0,4,customer_service,2,27000.0,2011-01-24,2012-02-17
153,280348.0,1,data_science,12,242000.0,2012-01-03,2012-11-30
154,37403.0,5,customer_service,23,98000.0,2011-10-17,2012-10-26
155,7557.0,2,sales,7,137000.0,2011-02-14,2012-02-10
156,357361.0,1,sales,24,176000.0,2012-07-19,2013-06-14
157,856058.0,10,marketing,16,184000.0,2015-01-21,
158,130736.0,1,sales,12,127000.0,2012-11-12,2013-12-20
159,512086.0,3,sales,12,103000.0,2012-10-08,2014-10-24
160,957379.0,1,customer_service,18,111000.0,2015-02-23,
161,632861.0,1,customer_service,15,113000.0,2012-11-12,
162,831946.0,4,sales,13,88000.0,2011-08-08,2012-08-17
163,753949.0,2,customer_service,22,128000.0,2015-11-30,
164,513369.0,6,data_science,21,213000.0,2013-09-23,2014-09-26
165,37349.0,3,customer_service,24,107000.0,2013-04-15,2014-05-23
166,330923.0,1,customer_service,25,131000.0,2014-02-24,
167,747178.0,6,marketing,16,191000.0,2011-09-19,2015-09-11
168,933558.0,2,engineer,29,317000.0,2012-05-14,2015-10-30
169,573147.0,9,customer_service,23,76000.0,2015-03-09,
170,469641.0,2,engineer,14,220000.0,2015-05-18,
171,511955.0,1,customer_service,23,119000.0,2011-04-04,2015-09-18
172,337628.0,1,customer_service,22,137000.0,2013-11-04,2014-12-19
173,438492.0,4,engineer,8,150000.0,2014-12-22,
174,42459.0,6,customer_service,27,95000.0,2012-10-01,2013-11-08
175,520199.0,2,data_science,2,87000.0,2011-08-22,2013-05-17
176,183452.0,1,marketing,3,51000.0,2014-03-31,
177,345027.0,5,customer_service,1,26000.0,2013-12-16,2014-10-17
178,823460.0,2,customer_service,8,93000.0,2015-05-18,
179,826151.0,1,engineer,14,187000.0,2015-02-02,
180,722528.0,1,customer_service,3,30000.0,2015-04-20,
181,966441.0,3,sales,2,44000.0,2012-07-02,2013-06-21
182,565100.0,7,engineer,5,155000.0,2015-11-10,
183,57435.0,1,data_science,19,287000.0,2011-04-05,2012-06-13
184,379266.0,10,customer_service,18,90000.0,2011-09-12,2012-09-14
185,709392.0,1,data_science,28,326000.0,2012-08-20,2015-07-10
186,933798.0,1,marketing,27,200000.0,2012-12-31,2015-01-12
187,294709.0,1,sales,1,56000.0,2014-03-31,2015-02-06
188,760218.0,4,marketing,11,124000.0,2015-09-21,
189,127607.0,2,engineer,7,209000.0,2011-06-20,2014-11-07
190,990429.0,1,engineer,1,77000.0,2011-11-15,2014-07-25
191,214965.0,5,design,6,94000.0,2011-09-26,2015-06-04
192,168979.0,4,sales,19,166000.0,2014-03-03,2015-03-20
193,227144.0,2,customer_service,20,125000.0,2011-08-08,2012-06-22
194,46845.0,2,sales,1,45000.0,2015-10-26,
195,72538.0,8,engineer,27,274000.0,2013-03-11,
196,377002.0,1,engineer,15,304000.0,2014-05-19,
197,279201.0,7,data_science,16,219000.0,2012-11-19,2015-01-12
198,839686.0,8,customer_service,29,98000.0,2014-09-08,2015-07-31
199,278601.0,3,customer_service,6,62000.0,2011-04-21,2014-08-29
200,267930.0,3,data_science,17,281000.0,2011-01-26,2012-01-27
201,701397.0,1,customer_service,1,26000.0,2012-04-23,
202,762509.0,1,customer_service,10,70000.0,2013-09-09,2014-08-08
203,987465.0,9,engineer,9,162000.0,2011-03-21,2014-02-28
204,364854.0,1,data_science,21,319000.0,2015-12-07,
205,369519.0,1,marketing,23,236000.0,2011-12-27,2015-01-02
206,965576.0,6,data_science,20,273000.0,2013-11-18,
207,55818.0,1,marketing,26,189000.0,2013-06-24,2015-07-10
208,240363.0,6,data_science,6,167000.0,2011-10-31,2012-11-09
209,142885.0,1,customer_service,17,119000.0,2015-05-26,
210,43322.0,8,customer_service,26,105000.0,2015-06-08,
211,807289.0,1,data_science,16,319000.0,2011-03-14,2012-01-27
212,48387.0,9,customer_service,10,51000.0,2014-04-08,
213,735300.0,1,data_science,19,343000.0,2013-06-24,
214,84039.0,2,customer_service,11,77000.0,2011-09-26,2013-05-24
215,284117.0,1,customer_service,5,81000.0,2013-06-24,2014-05-30
216,845186.0,4,engineer,11,185000.0,2011-11-07,2012-12-28
217,687060.0,2,sales,25,202000.0,2013-09-09,2014-10-09
218,268518.0,7,data_science,26,221000.0,2014-07-21,2015-09-04
219,255166.0,1,customer_service,7,73000.0,2011-06-13,2014-03-21
220,626015.0,6,design,29,167000.0,2015-10-05,
221,998140.0,1,customer_service,20,126000.0,2011-10-10,2013-01-18
222,40297.0,3,marketing,4,42000.0,2012-02-21,2015-09-04
223,663378.0,2,engineer,13,199000.0,2011-03-21,2014-08-01
224,603597.0,1,engineer,26,277000.0,2012-06-25,
225,772399.0,5,marketing,4,34000.0,2013-12-16,
226,549063.0,4,engineer,12,163000.0,2011-08-24,2014-08-22
227,814519.0,1,customer_service,13,76000.0,2011-06-13,2015-01-30
228,677548.0,5,data_science,23,218000.0,2013-10-01,2014-11-28
229,292886.0,2,data_science,2,71000.0,2013-07-08,
230,88192.0,1,customer_service,17,113000.0,2013-11-18,
231,310716.0,3,engineer,16,239000.0,2015-11-30,
232,492306.0,2,customer_service,23,125000.0,2014-12-22,
233,727419.0,7,marketing,9,119000.0,2012-08-27,2014-04-21
234,694006.0,4,customer_service,22,97000.0,2014-03-24,
235,589003.0,2,customer_service,22,134000.0,2015-10-26,
236,100485.0,3,marketing,13,83000.0,2012-03-05,2014-02-14
237,616385.0,3,sales,22,160000.0,2015-01-07,
238,478322.0,2,customer_service,19,121000.0,2015-10-12,
239,312366.0,9,customer_service,1,24000.0,2012-04-23,2014-04-25
240,921656.0,9,marketing,14,117000.0,2013-05-13,
241,570564.0,1,customer_service,17,110000.0,2013-04-15,2015-06-12
242,806748.0,4,customer_service,17,91000.0,2015-04-20,
243,404492.0,8,engineer,13,191000.0,2014-01-06,
244,931750.0,7,marketing,16,202000.0,2014-02-24,2015-02-13
245,383204.0,2,sales,19,201000.0,2013-12-09,2014-11-28
246,357555.0,9,sales,28,178000.0,2015-01-26,
247,54806.0,4,customer_service,18,90000.0,2012-04-23,2013-04-05
248,425545.0,11,engineer,26,203000.0,2013-09-12,2014-07-18
249,360494.0,1,sales,5,157000.0,2012-06-07,2013-06-28
250,953784.0,2,customer_service,17,117000.0,2014-06-23,
251,66079.0,5,engineer,10,159000.0,2013-04-15,2014-05-02
252,496386.0,4,customer_service,9,73000.0,2013-09-09,2014-09-26
253,422942.0,9,customer_service,12,64000.0,2015-09-14,
254,947071.0,1,sales,3,54000.0,2013-11-26,
255,435919.0,1,marketing,11,126000.0,2012-09-17,
256,472690.0,3,engineer,8,159000.0,2013-11-18,2015-01-23
257,404476.0,1,design,29,156000.0,2015-11-25,
258,413486.0,1,customer_service,18,126000.0,2013-04-15,2014-05-23
259,381998.0,6,sales,19,167000.0,2011-10-10,2012-09-28
260,236704.0,2,customer_service,28,117000.0,2011-03-28,2012-02-24
261,24132.0,4,marketing,5,114000.0,2013-07-18,2014-07-08
262,828900.0,5,design,18,136000.0,2013-06-03,2014-06-20
263,707536.0,4,engineer,8,174000.0,2013-07-01,2014-06-13
264,972591.0,1,customer_service,24,141000.0,2011-08-29,2013-04-26
265,774429.0,1,design,23,172000.0,2012-10-15,2013-09-19
266,596215.0,4,customer_service,7,61000.0,2015-02-09,
267,124892.0,6,customer_service,8,72000.0,2013-07-15,2015-07-17
268,515467.0,4,marketing,19,172000.0,2012-09-19,2014-09-26
269,437146.0,5,marketing,13,84000.0,2014-02-18,
270,83418.0,1,engineer,6,147000.0,2013-06-10,2014-07-11
271,414164.0,1,engineer,11,213000.0,2015-08-10,
272,911280.0,1,customer_service,12,81000.0,2014-10-06,
273,766599.0,1,customer_service,26,128000.0,2014-12-30,
274,704356.0,1,sales,28,198000.0,2014-09-02,
275,109310.0,3,sales,20,190000.0,2013-02-04,2013-12-13
276,30556.0,1,engineer,4,90000.0,2013-09-16,
277,504345.0,8,data_science,19,246000.0,2013-09-16,2014-09-05
278,632607.0,3,marketing,17,177000.0,2011-12-19,2013-02-01
279,436116.0,2,marketing,10,109000.0,2011-08-08,2015-10-22
280,903975.0,3,marketing,28,167000.0,2013-09-30,2015-10-16
281,875512.0,1,sales,20,198000.0,2012-03-14,2013-04-19
282,186535.0,2,customer_service,14,69000.0,2011-08-29,2012-08-24
283,307309.0,3,customer_service,7,73000.0,2013-04-15,2014-12-19
284,958097.0,8,sales,17,152000.0,2012-03-12,2014-02-28
285,711318.0,3,sales,8,97000.0,2015-03-09,
286,116644.0,1,engineer,26,304000.0,2015-11-05,
287,970302.0,1,customer_service,22,100000.0,2013-04-08,
288,166681.0,9,customer_service,1,20000.0,2011-05-02,2012-05-16
289,409657.0,3,engineer,3,67000.0,2013-10-14,2014-10-10
290,89281.0,3,customer_service,21,93000.0,2015-05-04,
291,627990.0,3,sales,15,162000.0,2012-04-02,2013-03-01
292,642574.0,1,engineer,9,151000.0,2012-12-10,2014-01-10
293,495964.0,9,marketing,5,109000.0,2015-12-07,
294,407517.0,3,engineer,21,271000.0,2015-08-31,
295,766721.0,1,data_science,12,196000.0,2013-02-12,
296,162862.0,9,customer_service,10,64000.0,2014-12-01,
297,460645.0,3,data_science,5,160000.0,2011-03-28,2012-03-30
298,507400.0,2,customer_service,9,86000.0,2013-04-29,2014-05-02
299,10982.0,5,engineer,27,184000.0,2011-06-20,2013-11-01
300,596247.0,5,customer_service,19,87000.0,2012-09-17,2013-09-27
301,140437.0,10,data_science,20,229000.0,2014-03-03,2015-01-02
302,420376.0,5,sales,4,30000.0,2014-10-08,
303,590941.0,6,marketing,20,167000.0,2015-12-07,
304,293616.0,1,customer_service,2,32000.0,2014-05-05,
305,875515.0,1,customer_service,14,79000.0,2014-03-10,
306,814185.0,1,customer_service,2,32000.0,2015-06-22,
307,766860.0,5,design,4,43000.0,2014-06-04,2015-06-26
308,389222.0,2,engineer,9,193000.0,2013-02-19,2013-12-06
309,474539.0,6,customer_service,9,63000.0,2015-11-30,
310,573912.0,1,data_science,25,306000.0,2012-03-19,2013-06-06
311,120318.0,8,sales,15,145000.0,2014-04-07,
312,123510.0,10,customer_service,18,92000.0,2013-03-25,2015-03-20
313,627791.0,4,sales,3,44000.0,2015-08-10,
314,581583.0,1,marketing,8,136000.0,2011-04-11,2013-04-26
315,888728.0,3,sales,26,128000.0,2013-03-19,2014-03-21
316,51652.0,3,engineer,24,264000.0,2015-10-13,
317,80071.0,3,customer_service,17,107000.0,2011-05-23,2014-01-31
318,762544.0,2,customer_service,13,72000.0,2015-06-01,
319,189073.0,2,sales,9,120000.0,2014-07-21,
320,447645.0,1,engineer,23,310000.0,2011-05-17,2012-05-18
321,447381.0,1,design,4,41000.0,2011-05-18,2014-05-09
322,955563.0,4,customer_service,28,92000.0,2013-12-02,
323,696084.0,1,customer_service,16,135000.0,2012-12-18,2014-12-26
324,168299.0,6,data_science,17,292000.0,2014-05-27,
325,850813.0,10,customer_service,8,67000.0,2012-03-01,2014-01-17
326,100016.0,6,marketing,11,108000.0,2014-08-18,2015-08-21
327,831056.0,1,customer_service,18,119000.0,2013-06-10,2014-08-01
328,582624.0,4,data_science,6,168000.0,2012-08-27,
329,43050.0,2,marketing,13,148000.0,2015-11-11,
330,630183.0,3,sales,9,97000.0,2011-05-02,2015-02-06
331,278501.0,10,sales,23,150000.0,2013-05-07,
332,390697.0,1,design,19,220000.0,2012-03-05,2013-06-14
333,474976.0,2,marketing,2,40000.0,2015-08-10,
334,229229.0,2,customer_service,15,126000.0,2012-01-17,2013-01-18
335,169746.0,7,sales,27,152000.0,2015-11-25,
336,502939.0,6,data_science,24,226000.0,2014-05-05,
337,895393.0,2,sales,3,49000.0,2011-05-09,2015-05-29
338,518354.0,1,customer_service,18,133000.0,2015-08-31,
339,332293.0,9,data_science,19,243000.0,2014-05-05,
340,32378.0,8,customer_service,17,88000.0,2015-04-13,
341,460922.0,4,customer_service,29,82000.0,2012-10-08,
342,600000.0,2,customer_service,19,119000.0,2014-12-22,2015-10-09
343,657266.0,3,customer_service,1,24000.0,2013-05-13,
344,909192.0,1,customer_service,5,78000.0,2013-08-12,
345,332489.0,1,design,15,212000.0,2012-10-10,2015-02-20
346,895898.0,4,customer_service,10,56000.0,2011-04-04,2012-04-20
347,925648.0,9,marketing,15,130000.0,2014-12-10,
348,825963.0,2,customer_service,26,133000.0,2014-08-25,
349,103004.0,3,engineer,5,185000.0,2013-12-05,2014-12-05
350,633599.0,1,customer_service,16,104000.0,2013-06-17,2015-02-13
351,530174.0,1,marketing,13,140000.0,2013-08-26,
352,163751.0,4,customer_service,5,54000.0,2013-12-02,2014-11-14
353,719930.0,1,customer_service,7,75000.0,2011-10-17,2014-09-26
354,718199.0,8,customer_service,1,21000.0,2015-10-05,
355,898252.0,2,marketing,10,122000.0,2015-07-06,
356,168953.0,1,customer_service,17,109000.0,2015-07-02,
357,646910.0,7,customer_service,19,96000.0,2012-07-23,2013-10-11
358,145115.0,3,customer_service,15,89000.0,2011-03-28,2015-04-24
359,426072.0,7,marketing,14,113000.0,2014-12-08,
360,260811.0,1,customer_service,10,91000.0,2012-10-29,2013-10-11
361,787251.0,1,data_science,3,74000.0,2014-09-22,2015-11-20
362,66204.0,3,customer_service,15,71000.0,2014-02-03,
363,23115.0,1,customer_service,8,74000.0,2015-10-26,
364,647125.0,1,design,8,127000.0,2015-03-16,
365,115377.0,5,marketing,10,101000.0,2012-07-09,2014-03-28
366,998416.0,2,data_science,17,322000.0,2012-02-29,
367,601118.0,2,data_science,18,304000.0,2014-08-25,
368,640268.0,1,customer_service,20,126000.0,2015-10-19,
369,846348.0,1,sales,16,233000.0,2015-07-13,
370,337015.0,5,engineer,29,217000.0,2013-03-18,2015-01-02
371,239278.0,3,engineer,1,54000.0,2012-12-10,
372,992868.0,9,data_science,11,191000.0,2015-06-01,
373,488402.0,1,marketing,14,141000.0,2014-11-24,
374,48309.0,7,sales,17,153000.0,2015-06-29,
375,722302.0,2,engineer,9,170000.0,2013-05-28,2014-06-13
376,207178.0,1,customer_service,12,78000.0,2013-05-06,2015-07-31
377,551037.0,9,customer_service,20,101000.0,2014-04-07,2015-04-17
378,985830.0,10,customer_service,25,98000.0,2013-07-10,2014-06-20
379,497784.0,2,marketing,3,51000.0,2014-09-15,
380,596735.0,3,sales,4,45000.0,2012-12-31,2014-02-28
381,378181.0,1,marketing,4,59000.0,2015-05-26,
382,371708.0,1,engineer,19,304000.0,2015-05-13,
383,784707.0,5,engineer,14,173000.0,2013-02-25,2014-03-14
384,698606.0,3,customer_service,15,102000.0,2015-08-10,
385,43282.0,4,customer_service,4,28000.0,2015-06-22,
386,285498.0,9,engineer,1,65000.0,2012-12-03,2013-11-22
387,790607.0,1,data_science,15,297000.0,2015-08-10,
388,319080.0,5,marketing,8,115000.0,2011-03-22,2012-05-25
389,952116.0,11,engineer,18,177000.0,2013-02-05,2014-02-21
390,804295.0,1,engineer,2,70000.0,2011-03-29,2015-05-08
391,417556.0,2,customer_service,18,128000.0,2011-10-19,2013-10-25
392,879854.0,5,customer_service,25,91000.0,2011-08-01,2013-04-12
393,330596.0,2,data_science,17,254000.0,2011-12-19,
394,390493.0,1,design,23,141000.0,2015-05-04,
395,431752.0,2,marketing,29,205000.0,2014-08-27,
396,199880.0,5,customer_service,15,101000.0,2012-02-21,2015-09-25
397,974282.0,1,design,16,226000.0,2013-04-15,
398,985535.0,2,data_science,2,82000.0,2012-11-19,2015-03-06
399,282163.0,1,customer_service,9,83000.0,2015-07-14,
400,712062.0,3,marketing,26,147000.0,2014-04-21,2015-03-20
401,978617.0,3,customer_service,9,70000.0,2012-01-30,2013-04-01
402,226529.0,1,customer_service,19,92000.0,2011-07-11,2012-08-03
403,211638.0,1,engineer,16,271000.0,2013-12-16,2014-12-26
404,836062.0,10,design,16,169000.0,2013-09-23,2014-10-31
405,235535.0,1,sales,8,131000.0,2015-04-13,
406,635247.0,1,customer_service,6,84000.0,2015-01-12,
407,246896.0,4,marketing,4,46000.0,2013-07-22,
408,275916.0,8,marketing,8,106000.0,2012-06-04,2015-05-29
409,517539.0,2,customer_service,17,111000.0,2015-08-24,
410,463050.0,9,sales,26,165000.0,2015-09-08,
411,436611.0,1,sales,20,198000.0,2015-03-31,
412,224745.0,1,customer_service,19,108000.0,2011-01-24,2012-02-24
413,171378.0,1,engineer,2,79000.0,2014-06-02,
414,537626.0,1,marketing,29,196000.0,2013-12-23,
415,124512.0,1,customer_service,11,94000.0,2011-05-11,2013-06-14
416,951303.0,4,data_science,11,148000.0,2014-07-08,2015-08-14
417,528189.0,2,design,13,132000.0,2014-07-07,
418,864168.0,3,engineer,20,242000.0,2015-01-12,
419,392126.0,1,engineer,9,200000.0,2015-08-17,
420,771367.0,9,data_science,4,66000.0,2014-08-11,2015-07-07
421,876757.0,1,customer_service,6,82000.0,2015-04-27,
422,561043.0,3,customer_service,18,119000.0,2012-07-02,2014-03-28
423,553673.0,6,engineer,18,210000.0,2015-02-23,
424,219934.0,10,engineer,26,273000.0,2013-03-14,2014-05-02
425,549709.0,2,customer_service,28,131000.0,2014-11-24,2015-08-07
426,461699.0,5,customer_service,8,69000.0,2011-04-11,2012-03-02
427,786074.0,1,customer_service,10,77000.0,2012-08-29,
428,759537.0,1,customer_service,7,78000.0,2015-11-09,
429,791580.0,8,marketing,29,142000.0,2011-09-07,2012-09-07
430,643910.0,9,customer_service,20,111000.0,2015-08-03,
431,996641.0,2,customer_service,22,107000.0,2015-05-19,
432,489162.0,1,customer_service,10,64000.0,2014-06-23,2015-07-24
433,850929.0,4,customer_service,15,95000.0,2012-02-01,2013-01-18
434,896418.0,2,sales,19,193000.0,2012-04-30,2015-02-13
435,81245.0,1,engineer,27,242000.0,2013-07-08,2014-07-25
436,408935.0,3,customer_service,26,92000.0,2015-07-15,
437,850321.0,1,data_science,4,73000.0,2012-05-29,
438,531482.0,10,data_science,25,244000.0,2011-12-19,2013-12-20
439,110260.0,2,sales,6,121000.0,2014-12-10,
440,833223.0,6,customer_service,21,97000.0,2015-07-06,
441,801009.0,4,marketing,4,31000.0,2014-11-17,2015-11-27
442,930115.0,1,data_science,5,180000.0,2013-10-22,
443,408481.0,1,customer_service,24,104000.0,2014-02-24,
